G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 11, 2016",western-carolina,92,43,49,92.0,43.0
2,"Wed, Nov 16, 2016",north-florida,94,56,87,93.0,49.5
3,"Sat, Nov 19, 2016",pennsylvania,74,62,99,86.66666666666667,53.666666666666664
4,"Thu, Nov 24, 2016",stanford,67,53,113,81.75,53.5
5,"Fri, Nov 25, 2016",iowa-state 21,56,73,96,76.6,57.4
6,"Sun, Nov 27, 2016",florida,56,65,87,73.16666666666667,58.666666666666664
7,"Wed, Nov 30, 2016",rutgers,73,61,99,73.14285714285714,59.0
8,"Sat, Dec 3, 2016",wofford,74,57,116,73.25,58.75
9,"Tue, Dec 6, 2016",south-carolina-state,82,46,152,74.22222222222223,57.333333333333336
10,"Fri, Dec 16, 2016",florida-atlantic,76,56,172,74.4,57.2
11,"Thu, Dec 22, 2016",george-washington,72,64,180,74.18181818181819,57.81818181818182
12,"Wed, Dec 28, 2016",columbia,78,67,191,74.5,58.583333333333336
13,"Sat, Dec 31, 2016",north-carolina-state,81,63,209,75.0,58.92307692307692
14,"Wed, Jan 4, 2017",syracuse,55,70,194,73.57142857142857,59.714285714285715
15,"Thu, Jan 12, 2017",notre-dame 20,62,67,189,72.8,60.2
16,"Sat, Jan 14, 2017",pittsburgh,72,46,215,72.75,59.3125
17,"Wed, Jan 18, 2017",wake-forest,79,96,198,73.11764705882354,61.470588235294116
18,"Sat, Jan 21, 2017",duke 18,58,70,186,72.27777777777777,61.94444444444444
19,"Wed, Jan 25, 2017",boston-college,78,77,187,72.57894736842105,62.73684210526316
20,"Sat, Jan 28, 2017",north-carolina 9,77,62,202,72.8,62.7
21,"Wed, Feb 1, 2017",florida-state 15,57,75,184,72.04761904761905,63.285714285714285
22,"Sat, Feb 4, 2017",north-carolina-state,84,79,189,72.5909090909091,64.0
23,"Wed, Feb 8, 2017",virginia-tech,74,68,195,72.65217391304348,64.17391304347827
24,"Sat, Feb 11, 2017",louisville 4,66,71,190,72.375,64.45833333333333
25,"Wed, Feb 15, 2017",georgia-tech,70,61,199,72.28,64.32
26,"Sat, Feb 18, 2017",clemson,71,65,205,72.23076923076923,64.34615384615384
27,"Mon, Feb 20, 2017",virginia 18,54,48,211,71.55555555555556,63.74074074074074
28,"Sat, Feb 25, 2017",duke 10,55,50,216,70.96428571428571,63.25
29,"Mon, Feb 27, 2017",virginia-tech,61,66,211,70.62068965517241,63.3448275862069
30,"Sat, Mar 4, 2017",florida-state 15,57,66,202,70.16666666666667,63.43333333333333
G,Date,opponent,Tm,Opp,202,70.16666666666667,63.43333333333333
31,"Wed, Mar 8, 2017",syracuse,62,57,207,69.90322580645162,63.225806451612904
32,"Thu, Mar 9, 2017",north-carolina 6,53,78,182,69.375,63.6875
G,Date,opponent,Tm,Opp,182,69.375,63.6875
33,"Fri, Mar 17, 2017",michigan-state,58,78,162,69.03030303030303,64.12121212121212
