G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Sat, Nov 12, 2016",bryant,89,64,25,89.0,64.0
2,"Wed, Nov 16, 2016",seattle,92,49,68,90.5,56.5
3,"Fri, Nov 18, 2016",loyola-md,83,48,103,88.0,53.666666666666664
4,"Mon, Nov 21, 2016",colorado,89,83,109,88.25,61.0
5,"Tue, Nov 22, 2016",northwestern,70,66,113,84.6,62.0
6,"Sat, Nov 26, 2016",chicago-state,91,60,144,85.66666666666667,61.666666666666664
7,"Tue, Nov 29, 2016",iowa,92,78,158,86.57142857142857,64.0
8,"Sun, Dec 4, 2016",north-carolina-at,107,53,212,89.125,62.625
9,"Tue, Dec 6, 2016",purdue-fort-wayne,87,72,227,88.88888888888889,63.666666666666664
10,"Sat, Dec 10, 2016",villanova 1,66,74,219,86.6,64.7
11,"Sat, Dec 17, 2016",purdue 15,81,86,214,86.0909090909091,66.63636363636364
12,"Mon, Dec 19, 2016",colgate,77,62,229,85.33333333333333,66.25
13,"Wed, Dec 28, 2016",saint-peters,63,55,237,83.61538461538461,65.38461538461539
14,"Sat, Dec 31, 2016",pittsburgh,78,77,238,83.21428571428571,66.21428571428571
15,"Wed, Jan 4, 2017",louisville 9,77,70,245,82.8,66.46666666666667
16,"Sat, Jan 7, 2017",clemson,75,70,250,82.3125,66.6875
17,"Thu, Jan 12, 2017",miami-fl,67,62,255,81.41176470588235,66.41176470588235
18,"Sat, Jan 14, 2017",virginia-tech,76,71,260,81.11111111111111,66.66666666666667
19,"Wed, Jan 18, 2017",florida-state 10,80,83,257,81.05263157894737,67.52631578947368
20,"Sat, Jan 21, 2017",syracuse,84,66,275,81.2,67.45
21,"Tue, Jan 24, 2017",virginia 12,54,71,258,79.9047619047619,67.61904761904762
22,"Sat, Jan 28, 2017",georgia-tech,60,62,256,79.0,67.36363636363636
23,"Mon, Jan 30, 2017",duke 21,74,84,246,78.78260869565217,68.08695652173913
24,"Sun, Feb 5, 2017",north-carolina 12,76,83,239,78.66666666666667,68.70833333333333
25,"Tue, Feb 7, 2017",wake-forest,88,81,246,79.04,69.2
26,"Sat, Feb 11, 2017",florida-state 14,84,72,258,79.23076923076923,69.3076923076923
27,"Tue, Feb 14, 2017",boston-college,84,76,266,79.4074074074074,69.55555555555556
28,"Sat, Feb 18, 2017",north-carolina-state,81,72,275,79.46428571428571,69.64285714285714
29,"Sun, Feb 26, 2017",georgia-tech,64,60,279,78.93103448275862,69.3103448275862
30,"Wed, Mar 1, 2017",boston-college,82,66,295,79.03333333333333,69.2
31,"Sat, Mar 4, 2017",louisville 8,64,71,288,78.54838709677419,69.25806451612904
G,Date,opponent,Tm,Opp,288,78.54838709677419,69.25806451612904
32,"Thu, Mar 9, 2017",virginia 21,71,58,301,78.3125,68.90625
33,"Fri, Mar 10, 2017",florida-state 16,77,73,305,78.27272727272727,69.03030303030303
34,"Sat, Mar 11, 2017",duke 14,69,75,299,78.0,69.20588235294117
G,Date,opponent,Tm,Opp,299,78.0,69.20588235294117
35,"Thu, Mar 16, 2017",princeton,60,58,301,77.48571428571428,68.88571428571429
36,"Sat, Mar 18, 2017",west-virginia 13,71,83,289,77.30555555555556,69.27777777777777
