G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 11, 2016",gardner-webb,72,44,28,72.0,44.0
2,"Sun, Nov 13, 2016",eastern-michigan,91,64,55,81.5,54.0
3,"Thu, Nov 17, 2016",pittsburgh,76,67,64,79.66666666666667,58.333333333333336
4,"Fri, Nov 18, 2016",michigan,54,76,42,73.25,62.75
5,"Tue, Nov 22, 2016",california-santa-barbara,84,57,69,75.4,61.6
6,"Fri, Nov 25, 2016",southern-california,73,78,64,75.0,64.33333333333333
7,"Wed, Nov 30, 2016",boise-state,62,71,55,73.14285714285714,65.28571428571429
8,"Fri, Dec 2, 2016",cal-state-bakersfield,49,43,61,70.125,62.5
9,"Sun, Dec 4, 2016",delaware-state,74,60,75,70.55555555555556,62.22222222222222
10,"Wed, Dec 7, 2016",texas-christian,74,59,90,70.9,61.9
11,"Wed, Dec 14, 2016",mcneese-state,92,56,126,72.81818181818181,61.36363636363637
12,"Mon, Dec 19, 2016",stanford,72,49,149,72.75,60.333333333333336
13,"Tue, Dec 20, 2016",albany-ny,71,53,167,72.61538461538461,59.76923076923077
14,"Tue, Dec 27, 2016",memphis,58,54,171,71.57142857142857,59.357142857142854
15,"Sat, Dec 31, 2016",east-carolina,75,44,202,71.8,58.333333333333336
16,"Wed, Jan 4, 2017",temple,79,65,216,72.25,58.75
17,"Sat, Jan 7, 2017",south-florida,84,65,235,72.94117647058823,59.11764705882353
18,"Thu, Jan 12, 2017",cincinnati 22,64,66,233,72.44444444444444,59.5
19,"Sun, Jan 15, 2017",tulane,80,64,249,72.84210526315789,59.73684210526316
20,"Thu, Jan 19, 2017",connecticut,69,49,269,72.65,59.2
21,"Sat, Jan 21, 2017",houston,85,64,290,73.23809523809524,59.42857142857143
22,"Wed, Jan 25, 2017",central-florida,65,60,295,72.86363636363636,59.45454545454545
23,"Wed, Feb 1, 2017",east-carolina,86,46,335,73.43478260869566,58.869565217391305
24,"Sat, Feb 4, 2017",tulsa,76,53,358,73.54166666666667,58.625
25,"Thu, Feb 9, 2017",temple,66,50,374,73.24,58.28
26,"Sun, Feb 12, 2017",cincinnati 11,60,51,383,72.73076923076923,58.0
27,"Wed, Feb 15, 2017",tulane,80,75,388,73.0,58.629629629629626
28,"Sat, Feb 18, 2017",houston,76,66,398,73.10714285714286,58.892857142857146
29,"Sat, Feb 25, 2017",connecticut,69,61,406,72.96551724137932,58.96551724137931
30,"Thu, Mar 2, 2017",tulsa,93,70,429,73.63333333333334,59.333333333333336
31,"Sat, Mar 4, 2017",memphis,103,62,470,74.58064516129032,59.41935483870968
G,Date,opponent,Tm,Opp,470,74.58064516129032,59.41935483870968
32,"Fri, Mar 10, 2017",east-carolina,81,77,474,74.78125,59.96875
33,"Sat, Mar 11, 2017",central-florida,70,59,485,74.63636363636364,59.93939393939394
34,"Sun, Mar 12, 2017",cincinnati 15,71,56,500,74.52941176470588,59.8235294117647
G,Date,opponent,Tm,Opp,500,74.52941176470588,59.8235294117647
35,"Fri, Mar 17, 2017",southern-california,65,66,499,74.25714285714285,60.0
