G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 11, 2016",stephen-f-austin,87,64,23,87.0,64.0
2,"Sun, Nov 13, 2016",canisius,93,69,47,90.0,66.5
3,"Tue, Nov 15, 2016",michigan-state 13,69,48,68,83.0,60.333333333333336
4,"Sun, Nov 20, 2016",duquesne,93,59,102,85.5,60.0
5,"Wed, Nov 23, 2016",cleveland-state,101,70,133,88.6,62.0
6,"Fri, Nov 25, 2016",tennessee-martin,111,76,168,92.33333333333333,64.33333333333333
7,"Mon, Nov 28, 2016",arizona-state,115,69,214,95.57142857142857,65.0
8,"Sat, Dec 3, 2016",californiala 11,92,97,209,95.125,69.0
9,"Wed, Dec 7, 2016",valparaiso,87,63,233,94.22222222222223,68.33333333333333
10,"Sun, Dec 11, 2016",hofstra,96,73,256,94.4,68.8
11,"Sat, Dec 17, 2016",north-carolina 7,103,100,259,95.18181818181819,71.63636363636364
12,"Wed, Dec 21, 2016",louisville 10,70,73,256,93.08333333333333,71.75
13,"Thu, Dec 29, 2016",mississippi,99,76,279,93.53846153846153,72.07692307692308
14,"Tue, Jan 3, 2017",texas-am,100,58,321,94.0,71.07142857142857
15,"Sat, Jan 7, 2017",arkansas,97,71,347,94.2,71.06666666666666
16,"Tue, Jan 10, 2017",vanderbilt,87,81,353,93.75,71.6875
17,"Sat, Jan 14, 2017",auburn,92,72,373,93.6470588235294,71.70588235294117
18,"Tue, Jan 17, 2017",mississippi-state,88,81,380,93.33333333333333,72.22222222222223
19,"Sat, Jan 21, 2017",south-carolina 24,85,69,396,92.89473684210526,72.05263157894737
20,"Tue, Jan 24, 2017",tennessee,80,82,394,92.25,72.55
21,"Sat, Jan 28, 2017",kansas 2,73,79,388,91.33333333333333,72.85714285714286
22,"Tue, Jan 31, 2017",georgia,90,81,397,91.27272727272727,73.22727272727273
23,"Sat, Feb 4, 2017",florida 24,66,88,375,90.17391304347827,73.8695652173913
24,"Tue, Feb 7, 2017",louisiana-state,92,85,382,90.25,74.33333333333333
25,"Sat, Feb 11, 2017",alabama,67,58,391,89.32,73.68
26,"Tue, Feb 14, 2017",tennessee,83,58,416,89.07692307692308,73.07692307692308
27,"Sat, Feb 18, 2017",georgia,82,77,421,88.81481481481481,73.22222222222223
28,"Tue, Feb 21, 2017",missouri,72,62,431,88.21428571428571,72.82142857142857
29,"Sat, Feb 25, 2017",florida 13,76,66,441,87.79310344827586,72.58620689655173
30,"Tue, Feb 28, 2017",vanderbilt,73,67,447,87.3,72.4
31,"Sat, Mar 4, 2017",texas-am,71,63,455,86.7741935483871,72.09677419354838
G,Date,opponent,Tm,Opp,455,86.7741935483871,72.09677419354838
32,"Fri, Mar 10, 2017",georgia,71,60,466,86.28125,71.71875
33,"Sat, Mar 11, 2017",alabama,79,74,471,86.06060606060606,71.78787878787878
34,"Sun, Mar 12, 2017",arkansas,82,65,488,85.94117647058823,71.58823529411765
G,Date,opponent,Tm,Opp,488,85.94117647058823,71.58823529411765
35,"Fri, Mar 17, 2017",northern-kentucky,79,70,497,85.74285714285715,71.54285714285714
36,"Sun, Mar 19, 2017",wichita-state 19,65,62,500,85.16666666666667,71.27777777777777
37,"Fri, Mar 24, 2017",californiala 8,86,75,511,85.1891891891892,71.37837837837837
38,"Sun, Mar 26, 2017",north-carolina 6,73,75,509,84.86842105263158,71.47368421052632
