G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 11, 2016",pacific,119,80,39,119.0,80.0
2,"Sun, Nov 13, 2016",cal-state-northridge,102,87,54,110.5,83.5
3,"Thu, Nov 17, 2016",san-diego,88,68,74,103.0,78.33333333333333
4,"Sun, Nov 20, 2016",long-beach-state,114,77,111,105.75,78.0
5,"Thu, Nov 24, 2016",portland,99,77,133,104.4,77.8
6,"Fri, Nov 25, 2016",nebraska,82,71,144,100.66666666666667,76.66666666666667
7,"Sun, Nov 27, 2016",texas-am,74,67,151,96.85714285714286,75.28571428571429
8,"Wed, Nov 30, 2016",california-riverside,98,56,193,97.0,72.875
9,"Sat, Dec 3, 2016",kentucky 1,97,92,198,97.0,75.0
10,"Sat, Dec 10, 2016",michigan,102,84,216,97.5,75.9
11,"Wed, Dec 14, 2016",california-santa-barbara,102,62,256,97.9090909090909,74.63636363636364
12,"Sat, Dec 17, 2016",ohio-state,86,73,269,96.91666666666667,74.5
13,"Wed, Dec 21, 2016",western-michigan,82,68,283,95.76923076923077,74.0
14,"Wed, Dec 28, 2016",oregon 21,87,89,281,95.14285714285714,75.07142857142857
15,"Fri, Dec 30, 2016",oregon-state,76,63,294,93.86666666666666,74.26666666666667
16,"Thu, Jan 5, 2017",california,81,71,304,93.0625,74.0625
17,"Sun, Jan 8, 2017",stanford,89,75,318,92.82352941176471,74.11764705882354
18,"Thu, Jan 12, 2017",colorado,104,89,333,93.44444444444444,74.94444444444444
19,"Sat, Jan 14, 2017",utah,83,82,334,92.89473684210526,75.3157894736842
20,"Thu, Jan 19, 2017",arizona-state,102,80,356,93.35,75.55
21,"Sat, Jan 21, 2017",arizona 14,85,96,345,92.95238095238095,76.52380952380952
22,"Wed, Jan 25, 2017",southern-california,76,84,337,92.18181818181819,76.86363636363636
23,"Wed, Feb 1, 2017",washington-state,95,79,353,92.30434782608695,76.95652173913044
24,"Sat, Feb 4, 2017",washington,107,66,394,92.91666666666667,76.5
25,"Thu, Feb 9, 2017",oregon 5,82,79,397,92.48,76.6
26,"Sun, Feb 12, 2017",oregon-state,78,60,415,91.92307692307692,75.96153846153847
27,"Sat, Feb 18, 2017",southern-california,102,70,447,92.29629629629629,75.74074074074075
28,"Thu, Feb 23, 2017",arizona-state,87,75,459,92.10714285714286,75.71428571428571
29,"Sat, Feb 25, 2017",arizona 4,77,72,464,91.58620689655173,75.58620689655173
30,"Wed, Mar 1, 2017",washington,98,66,496,91.8,75.26666666666667
31,"Sat, Mar 4, 2017",washington-state,77,68,505,91.3225806451613,75.03225806451613
G,Date,opponent,Tm,Opp,505,91.3225806451613,75.03225806451613
32,"Thu, Mar 9, 2017",southern-california,76,74,507,90.84375,75.0
33,"Fri, Mar 10, 2017",arizona 7,75,86,496,90.36363636363636,75.33333333333333
G,Date,opponent,Tm,Opp,496,90.36363636363636,75.33333333333333
34,"Fri, Mar 17, 2017",kent-state,97,80,513,90.55882352941177,75.47058823529412
35,"Sun, Mar 19, 2017",cincinnati 18,79,67,525,90.22857142857143,75.22857142857143
36,"Fri, Mar 24, 2017",kentucky 5,75,86,514,89.80555555555556,75.52777777777777
