G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 11, 2016",army,91,77,14,91.0,77.0
2,"Tue, Nov 15, 2016",baylor,49,66,-3,70.0,71.5
3,"Thu, Nov 17, 2016",valparaiso,76,54,19,72.0,65.66666666666667
4,"Mon, Nov 21, 2016",georgetown,61,65,15,69.25,65.5
5,"Tue, Nov 22, 2016",tennessee,69,65,19,69.2,65.4
6,"Wed, Nov 23, 2016",connecticut,79,69,29,70.83333333333333,66.0
7,"Mon, Nov 28, 2016",boise-state,68,63,34,70.42857142857143,65.57142857142857
8,"Wed, Nov 30, 2016",western-oregon,93,54,73,73.25,64.125
9,"Sat, Dec 3, 2016",savannah-state,128,59,142,79.33333333333333,63.55555555555556
10,"Sun, Dec 11, 2016",alabama,65,56,151,77.9,62.8
11,"Tue, Dec 13, 2016",montana,81,67,165,78.18181818181819,63.18181818181818
12,"Sat, Dec 17, 2016",nevada-las-vegas,83,63,185,78.58333333333333,63.166666666666664
13,"Tue, Dec 20, 2016",fresno-state,75,63,197,78.3076923076923,63.15384615384615
14,"Wed, Dec 28, 2016",californiala 2,89,87,199,79.07142857142857,64.85714285714286
15,"Fri, Dec 30, 2016",southern-california 22,84,61,222,79.4,64.6
16,"Wed, Jan 4, 2017",washington,83,61,244,79.625,64.375
17,"Sat, Jan 7, 2017",washington-state,85,66,263,79.94117647058823,64.47058823529412
18,"Sat, Jan 14, 2017",oregon-state,85,43,305,80.22222222222223,63.27777777777778
19,"Thu, Jan 19, 2017",california,86,63,328,80.52631578947368,63.26315789473684
20,"Sat, Jan 21, 2017",stanford,69,52,345,79.95,62.7
21,"Thu, Jan 26, 2017",utah,73,67,351,79.61904761904762,62.904761904761905
22,"Sat, Jan 28, 2017",colorado,65,74,342,78.95454545454545,63.40909090909091
23,"Thu, Feb 2, 2017",arizona-state,71,70,343,78.6086956521739,63.69565217391305
24,"Sat, Feb 4, 2017",arizona 5,85,58,370,78.875,63.458333333333336
25,"Thu, Feb 9, 2017",californiala 10,79,82,367,78.88,64.2
26,"Sat, Feb 11, 2017",southern-california,81,70,378,78.96153846153847,64.42307692307692
27,"Thu, Feb 16, 2017",utah,79,61,396,78.96296296296296,64.29629629629629
28,"Sat, Feb 18, 2017",colorado,101,73,424,79.75,64.60714285714286
29,"Wed, Feb 22, 2017",california,68,65,427,79.34482758620689,64.62068965517241
30,"Sat, Feb 25, 2017",stanford,75,73,429,79.2,64.9
31,"Sat, Mar 4, 2017",oregon-state,80,59,450,79.2258064516129,64.70967741935483
G,Date,opponent,Tm,Opp,450,79.2258064516129,64.70967741935483
32,"Thu, Mar 9, 2017",arizona-state,80,57,473,79.25,64.46875
33,"Fri, Mar 10, 2017",california,73,65,481,79.06060606060606,64.48484848484848
34,"Sat, Mar 11, 2017",arizona 7,80,83,478,79.08823529411765,65.02941176470588
G,Date,opponent,Tm,Opp,478,79.08823529411765,65.02941176470588
35,"Fri, Mar 17, 2017",iona,93,77,494,79.48571428571428,65.37142857142857
36,"Sun, Mar 19, 2017",rhode-island,75,72,497,79.36111111111111,65.55555555555556
37,"Thu, Mar 23, 2017",michigan 23,69,68,498,79.08108108108108,65.62162162162163
38,"Sat, Mar 25, 2017",kansas 3,74,60,512,78.94736842105263,65.47368421052632
39,"Sat, Apr 1, 2017",north-carolina 6,76,77,511,78.87179487179488,65.76923076923077
