G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Sun, Nov 13, 2016",sacramento-state,83,61,22,83.0,61.0
2,"Tue, Nov 15, 2016",mary,70,38,54,76.5,49.5
3,"Sat, Nov 19, 2016",louisiana-tech,65,54,65,72.66666666666667,51.0
4,"Thu, Nov 24, 2016",dayton,80,78,67,74.5,57.75
5,"Fri, Nov 25, 2016",californiala 14,71,82,56,73.8,62.6
6,"Sun, Nov 27, 2016",virginia-tech,53,66,43,70.33333333333333,63.166666666666664
7,"Wed, Nov 30, 2016",clemson,58,60,41,68.57142857142857,62.714285714285715
8,"Sat, Dec 3, 2016",south-dakota,73,61,53,69.125,62.5
9,"Wed, Dec 7, 2016",creighton 10,62,77,38,68.33333333333333,64.11111111111111
10,"Sat, Dec 10, 2016",kansas 3,72,89,21,68.7,66.6
11,"Sun, Dec 18, 2016",gardner-webb,62,70,13,68.0909090909091,66.9090909090909
12,"Tue, Dec 20, 2016",southern,81,76,18,69.16666666666667,67.66666666666667
13,"Wed, Dec 28, 2016",indiana 16,87,83,22,70.53846153846153,68.84615384615384
14,"Sun, Jan 1, 2017",maryland,67,65,24,70.28571428571429,68.57142857142857
15,"Thu, Jan 5, 2017",iowa,93,90,27,71.8,70.0
16,"Sun, Jan 8, 2017",northwestern,66,74,19,71.4375,70.25
17,"Sat, Jan 14, 2017",michigan,85,91,13,72.23529411764706,71.47058823529412
18,"Wed, Jan 18, 2017",ohio-state,66,67,12,71.88888888888889,71.22222222222223
19,"Sat, Jan 21, 2017",rutgers,64,65,11,71.47368421052632,70.89473684210526
20,"Thu, Jan 26, 2017",northwestern,61,73,-1,70.95,71.0
21,"Sun, Jan 29, 2017",purdue 20,83,80,2,71.52380952380952,71.42857142857143
22,"Thu, Feb 2, 2017",michigan-state,61,72,-9,71.04545454545455,71.45454545454545
23,"Sun, Feb 5, 2017",iowa,70,81,-20,71.0,71.8695652173913
24,"Thu, Feb 9, 2017",wisconsin 7,69,70,-21,70.91666666666667,71.79166666666667
25,"Tue, Feb 14, 2017",penn-state,82,66,-5,71.36,71.56
26,"Sat, Feb 18, 2017",ohio-state,58,57,-4,70.84615384615384,71.0
27,"Thu, Feb 23, 2017",michigan-state,72,88,-20,70.88888888888889,71.62962962962963
28,"Sun, Feb 26, 2017",illinois,57,73,-36,70.39285714285714,71.67857142857143
29,"Thu, Mar 2, 2017",minnesota,73,88,-51,70.48275862068965,72.24137931034483
30,"Sun, Mar 5, 2017",michigan,57,93,-87,70.03333333333333,72.93333333333334
G,Date,opponent,Tm,Opp,-87,70.03333333333333,72.93333333333334
31,"Wed, Mar 8, 2017",penn-state,67,76,-96,69.93548387096774,73.03225806451613
