G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Sun, Nov 13, 2016",yale,90,98,-8,90.0,98.0
2,"Thu, Nov 17, 2016",cal-state-fullerton,104,88,8,97.0,93.0
3,"Sun, Nov 20, 2016",northern-arizona,92,58,42,95.33333333333333,81.33333333333333
4,"Tue, Nov 22, 2016",long-beach-state,94,88,48,95.0,83.0
5,"Fri, Nov 25, 2016",western-kentucky,86,47,87,93.2,75.8
6,"Sat, Nov 26, 2016",texas-christian,80,93,74,91.0,78.66666666666667
7,"Wed, Nov 30, 2016",texas-christian,71,86,59,88.14285714285714,79.71428571428571
8,"Wed, Dec 7, 2016",gonzaga 8,71,98,32,86.0,82.0
9,"Sun, Dec 11, 2016",nevada,85,87,30,85.88888888888889,82.55555555555556
10,"Sun, Dec 18, 2016",western-michigan,92,86,36,86.5,82.9
11,"Tue, Dec 20, 2016",cal-poly,77,61,52,85.63636363636364,80.9090909090909
12,"Thu, Dec 22, 2016",seattle,94,72,74,86.33333333333333,80.16666666666667
13,"Sun, Jan 1, 2017",washington-state,74,79,69,85.38461538461539,80.07692307692308
14,"Wed, Jan 4, 2017",oregon 15,61,83,47,83.64285714285714,80.28571428571429
15,"Sat, Jan 7, 2017",oregon-state,87,61,73,83.86666666666666,79.0
16,"Thu, Jan 12, 2017",california,59,69,63,82.3125,78.375
17,"Sat, Jan 14, 2017",stanford,69,76,56,81.52941176470588,78.23529411764706
18,"Wed, Jan 18, 2017",colorado,85,83,58,81.72222222222223,78.5
19,"Sat, Jan 21, 2017",utah,72,94,36,81.21052631578948,79.3157894736842
20,"Wed, Jan 25, 2017",arizona-state,75,86,25,80.9,79.65
21,"Sun, Jan 29, 2017",arizona 7,66,77,14,80.19047619047619,79.52380952380952
22,"Wed, Feb 1, 2017",southern-california,74,82,6,79.9090909090909,79.63636363636364
23,"Sat, Feb 4, 2017",californiala 11,66,107,-35,79.30434782608695,80.82608695652173
24,"Thu, Feb 9, 2017",colorado,66,81,-50,78.75,80.83333333333333
25,"Sat, Feb 11, 2017",utah,61,85,-74,78.04,81.0
26,"Thu, Feb 16, 2017",arizona-state,81,83,-76,78.15384615384616,81.07692307692308
27,"Sat, Feb 18, 2017",arizona 5,68,76,-84,77.77777777777777,80.88888888888889
28,"Sun, Feb 26, 2017",washington-state,71,79,-92,77.53571428571429,80.82142857142857
29,"Wed, Mar 1, 2017",californiala 3,66,98,-124,77.13793103448276,81.41379310344827
30,"Sat, Mar 4, 2017",southern-california,58,74,-140,76.5,81.16666666666667
G,Date,opponent,Tm,Opp,-140,76.5,81.16666666666667
31,"Wed, Mar 8, 2017",southern-california,73,78,-145,76.38709677419355,81.06451612903226
