G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 11, 2016",harvard,80,70,10,80.0,70.0
2,"Tue, Nov 15, 2016",cal-state-northridge,96,69,37,88.0,69.5
3,"Thu, Nov 17, 2016",weber-state,67,49,55,81.0,62.666666666666664
4,"Sun, Nov 20, 2016",colorado-state,56,49,62,74.75,59.25
5,"Thu, Nov 24, 2016",miami-fl,53,67,48,70.4,60.8
6,"Fri, Nov 25, 2016",indiana-state,65,62,51,69.5,61.0
7,"Sun, Nov 27, 2016",seton-hall,66,52,65,69.0,59.714285714285715
8,"Wed, Nov 30, 2016",saint-marys-ca 12,51,66,50,66.75,60.5
9,"Sat, Dec 3, 2016",kansas 4,74,89,35,67.55555555555556,63.666666666666664
10,"Fri, Dec 16, 2016",cal-state-east-bay,79,55,59,68.7,62.8
11,"Mon, Dec 19, 2016",southern-methodist,49,72,36,66.9090909090909,63.63636363636363
12,"Thu, Dec 22, 2016",idaho,86,80,42,68.5,65.0
13,"Fri, Dec 30, 2016",arizona-state,93,98,37,70.38461538461539,67.53846153846153
14,"Sun, Jan 1, 2017",arizona 18,52,91,-2,69.07142857142857,69.21428571428571
15,"Thu, Jan 5, 2017",southern-california 25,56,72,-18,68.2,69.4
16,"Sun, Jan 8, 2017",californiala 4,75,89,-32,68.625,70.625
17,"Thu, Jan 12, 2017",washington-state,84,54,-2,69.52941176470588,69.6470588235294
18,"Sat, Jan 14, 2017",washington,76,69,5,69.88888888888889,69.61111111111111
19,"Thu, Jan 19, 2017",oregon-state,62,46,21,69.47368421052632,68.36842105263158
20,"Sat, Jan 21, 2017",oregon 11,52,69,4,68.6,68.4
21,"Sun, Jan 29, 2017",california,55,66,-7,67.95238095238095,68.28571428571429
22,"Thu, Feb 2, 2017",colorado,74,81,-14,68.22727272727273,68.86363636363636
23,"Sat, Feb 4, 2017",utah,81,75,-8,68.78260869565217,69.1304347826087
24,"Wed, Feb 8, 2017",arizona 9,67,74,-15,68.70833333333333,69.33333333333333
25,"Sat, Feb 11, 2017",arizona-state,69,75,-21,68.72,69.56
26,"Fri, Feb 17, 2017",california,73,68,-16,68.88461538461539,69.5
27,"Wed, Feb 22, 2017",oregon-state,79,66,-3,69.25925925925925,69.37037037037037
28,"Sat, Feb 25, 2017",oregon 6,73,75,-5,69.39285714285714,69.57142857142857
29,"Thu, Mar 2, 2017",colorado,72,91,-24,69.48275862068965,70.3103448275862
30,"Sat, Mar 4, 2017",utah,59,67,-32,69.13333333333334,70.2
G,Date,opponent,Tm,Opp,-32,69.13333333333334,70.2
31,"Wed, Mar 8, 2017",arizona-state,88,98,-42,69.74193548387096,71.09677419354838
