G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Sun, Nov 12, 2017",nebraska-omaha,108,89,19,108.0,89.0
2,"Wed, Nov 15, 2017",ball-state,108,69,58,108.0,79.0
3,"Thu, Nov 23, 2017",arkansas,83,92,49,99.66666666666667,83.33333333333333
4,"Fri, Nov 24, 2017",portland,93,71,71,98.0,80.25
5,"Sun, Nov 26, 2017",oregon,90,80,81,96.4,80.2
6,"Thu, Nov 30, 2017",north-texas,82,72,91,94.0,78.83333333333333
7,"Mon, Dec 4, 2017",texas-san-antonio,97,85,103,94.42857142857143,79.71428571428571
8,"Fri, Dec 8, 2017",southern-california 25,85,83,105,93.25,80.125
9,"Sat, Dec 16, 2017",wichita-state 3,91,83,113,93.0,80.44444444444444
10,"Tue, Dec 19, 2017",northwestern-state,105,68,150,94.2,79.2
11,"Fri, Dec 22, 2017",northwestern,104,78,176,95.0909090909091,79.0909090909091
12,"Sat, Dec 30, 2017",texas-christian 10,90,89,177,94.66666666666667,79.91666666666667
13,"Wed, Jan 3, 2018",oklahoma-state,109,89,197,95.76923076923077,80.61538461538461
14,"Sat, Jan 6, 2018",west-virginia 6,76,89,184,94.35714285714286,81.21428571428571
15,"Tue, Jan 9, 2018",texas-tech 8,75,65,194,93.06666666666666,80.13333333333334
16,"Sat, Jan 13, 2018",texas-christian 16,102,97,199,93.625,81.1875
17,"Tue, Jan 16, 2018",kansas-state,69,87,181,92.17647058823529,81.52941176470588
18,"Sat, Jan 20, 2018",oklahoma-state,81,83,179,91.55555555555556,81.61111111111111
19,"Tue, Jan 23, 2018",kansas 5,85,80,184,91.21052631578948,81.52631578947368
20,"Sat, Jan 27, 2018",alabama,73,80,177,90.3,81.45
21,"Tue, Jan 30, 2018",baylor,98,96,179,90.66666666666667,82.14285714285714
22,"Sat, Feb 3, 2018",texas,74,79,174,89.9090909090909,82.0
23,"Mon, Feb 5, 2018",west-virginia 19,73,75,172,89.17391304347827,81.69565217391305
24,"Sat, Feb 10, 2018",iowa-state,80,88,164,88.79166666666667,81.95833333333333
25,"Tue, Feb 13, 2018",texas-tech 7,78,88,154,88.36,82.2
26,"Sat, Feb 17, 2018",texas,66,77,143,87.5,82.0
27,"Mon, Feb 19, 2018",kansas 8,74,104,113,87.0,82.81481481481481
28,"Sat, Feb 24, 2018",kansas-state,86,77,122,86.96428571428571,82.60714285714286
29,"Tue, Feb 27, 2018",baylor,64,87,99,86.17241379310344,82.75862068965517
30,"Fri, Mar 2, 2018",iowa-state,81,60,120,86.0,82.0
G,Date,opponent,Tm,Opp,120,86.0,82.0
31,"Wed, Mar 7, 2018",oklahoma-state,60,71,109,85.16129032258064,81.64516129032258
G,Date,opponent,Tm,Opp,109,85.16129032258064,81.64516129032258
32,"Thu, Mar 15, 2018",rhode-island,78,83,104,84.9375,81.6875
