G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 10, 2017",prairie-view,83,62,21,83.0,62.0
2,"Mon, Nov 13, 2017",mississippi-valley-state,91,51,61,87.0,56.5
3,"Thu, Nov 16, 2017",missouri,77,59,79,83.66666666666667,57.333333333333336
4,"Tue, Nov 21, 2017",mississippi,83,74,88,83.5,61.5
5,"Thu, Nov 23, 2017",nevada-las-vegas,58,85,61,78.4,66.2
6,"Fri, Nov 24, 2017",eastern-washington,85,69,77,79.5,66.66666666666667
7,"Sat, Dec 2, 2017",hawaii,80,60,97,79.57142857142857,65.71428571428571
8,"Tue, Dec 5, 2017",butler,69,81,85,78.25,67.625
9,"Sat, Dec 9, 2017",utah-state,77,67,95,78.11111111111111,67.55555555555556
10,"Sat, Dec 16, 2017",brigham-young,65,77,83,76.8,68.5
11,"Wed, Dec 20, 2017",northwestern-state,84,62,105,77.45454545454545,67.9090909090909
12,"Fri, Dec 29, 2017",oregon,66,56,115,76.5,66.91666666666667
13,"Sun, Dec 31, 2017",oregon-state,66,64,117,75.6923076923077,66.6923076923077
14,"Thu, Jan 4, 2018",arizona 14,82,94,105,76.14285714285714,68.64285714285714
15,"Sun, Jan 7, 2018",arizona-state 4,77,80,102,76.2,69.4
16,"Thu, Jan 11, 2018",ucla,64,83,83,75.4375,70.25
17,"Sun, Jan 14, 2018",southern-california,67,84,66,74.94117647058823,71.05882352941177
18,"Thu, Jan 18, 2018",washington,70,62,74,74.66666666666667,70.55555555555556
19,"Sun, Jan 21, 2018",washington-state,82,69,87,75.05263157894737,70.47368421052632
20,"Thu, Jan 25, 2018",arizona-state 21,80,77,90,75.3,70.8
21,"Sat, Jan 27, 2018",arizona 11,73,74,89,75.19047619047619,70.95238095238095
22,"Fri, Feb 2, 2018",colorado,55,67,77,74.27272727272727,70.77272727272727
23,"Thu, Feb 8, 2018",stanford,75,60,92,74.30434782608695,70.30434782608695
24,"Sat, Feb 10, 2018",california,77,43,126,74.41666666666667,69.16666666666667
25,"Thu, Feb 15, 2018",washington,70,58,138,74.24,68.72
26,"Sat, Feb 17, 2018",washington-state,77,70,145,74.34615384615384,68.76923076923077
27,"Thu, Feb 22, 2018",ucla,84,78,151,74.70370370370371,69.11111111111111
28,"Sat, Feb 24, 2018",southern-california,58,74,135,74.10714285714286,69.28571428571429
29,"Sat, Mar 3, 2018",colorado,64,54,145,73.75862068965517,68.75862068965517
G,Date,opponent,Tm,Opp,145,73.75862068965517,68.75862068965517
30,"Thu, Mar 8, 2018",oregon,66,68,143,73.5,68.73333333333333
G,Date,opponent,Tm,Opp,143,73.5,68.73333333333333
31,"Wed, Mar 14, 2018",california-davis,69,59,153,73.35483870967742,68.41935483870968
32,"Mon, Mar 19, 2018",louisiana-state,95,71,177,74.03125,68.5
33,"Wed, Mar 21, 2018",saint-marys-ca 25,67,58,186,73.81818181818181,68.18181818181819
34,"Tue, Mar 27, 2018",western-kentucky,69,64,191,73.67647058823529,68.05882352941177
35,"Thu, Mar 29, 2018",penn-state,66,82,175,73.45714285714286,68.45714285714286
