G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 10, 2017",northern-iowa,86,69,17,86.0,69.0
2,"Wed, Nov 15, 2017",bucknell,93,81,29,89.5,75.0
3,"Mon, Nov 20, 2017",stanford,96,72,53,91.66666666666667,74.0
4,"Thu, Nov 23, 2017",portland,102,78,77,94.25,75.0
5,"Fri, Nov 24, 2017",arkansas,87,68,96,92.8,73.6
6,"Sun, Nov 26, 2017",michigan-state 4,45,63,78,84.83333333333333,71.83333333333333
7,"Wed, Nov 29, 2017",michigan,86,71,93,85.0,71.71428571428571
8,"Fri, Dec 1, 2017",davidson,85,75,103,85.0,72.125
9,"Sun, Dec 3, 2017",tulane,97,73,127,86.33333333333333,72.22222222222223
10,"Wed, Dec 6, 2017",western-carolina,104,61,170,88.1,71.1
11,"Sun, Dec 17, 2017",tennessee 20,78,73,175,87.18181818181819,71.27272727272727
12,"Wed, Dec 20, 2017",wofford,75,79,171,86.16666666666667,71.91666666666667
13,"Sat, Dec 23, 2017",ohio-state,86,72,185,86.15384615384616,71.92307692307692
14,"Sat, Dec 30, 2017",wake-forest,73,69,189,85.21428571428571,71.71428571428571
15,"Wed, Jan 3, 2018",florida-state 24,80,81,188,84.86666666666666,72.33333333333333
16,"Sat, Jan 6, 2018",virginia 8,49,61,176,82.625,71.625
17,"Tue, Jan 9, 2018",boston-college,96,66,206,83.41176470588235,71.29411764705883
18,"Sat, Jan 13, 2018",notre-dame,69,68,207,82.61111111111111,71.11111111111111
19,"Tue, Jan 16, 2018",clemson 20,87,79,215,82.84210526315789,71.52631578947368
20,"Sat, Jan 20, 2018",georgia-tech,80,66,229,82.7,71.25
21,"Mon, Jan 22, 2018",virginia-tech,69,80,218,82.04761904761905,71.66666666666667
22,"Sat, Jan 27, 2018",north-carolina-state,91,95,214,82.45454545454545,72.72727272727273
23,"Tue, Jan 30, 2018",clemson 20,78,82,210,82.26086956521739,73.1304347826087
24,"Sat, Feb 3, 2018",pittsburgh,96,65,241,82.83333333333333,72.79166666666667
25,"Thu, Feb 8, 2018",duke 9,82,78,245,82.8,73.0
26,"Sat, Feb 10, 2018",north-carolina-state,96,89,252,83.3076923076923,73.61538461538461
27,"Mon, Feb 12, 2018",notre-dame,83,66,269,83.29629629629629,73.33333333333333
28,"Sat, Feb 17, 2018",louisville,93,76,286,83.64285714285714,73.42857142857143
29,"Wed, Feb 21, 2018",syracuse,78,74,290,83.44827586206897,73.44827586206897
30,"Tue, Feb 27, 2018",miami-fl,88,91,287,83.6,74.03333333333333
31,"Sat, Mar 3, 2018",duke 5,64,74,277,82.96774193548387,74.03225806451613
G,Date,opponent,Tm,Opp,277,82.96774193548387,74.03225806451613
32,"Wed, Mar 7, 2018",syracuse,78,59,296,82.8125,73.5625
33,"Thu, Mar 8, 2018",miami-fl 24,82,65,313,82.78787878787878,73.3030303030303
34,"Fri, Mar 9, 2018",duke 5,74,69,318,82.52941176470588,73.17647058823529
35,"Sat, Mar 10, 2018",virginia 1,63,71,310,81.97142857142858,73.11428571428571
G,Date,opponent,Tm,Opp,310,81.97142857142858,73.11428571428571
36,"Fri, Mar 16, 2018",lipscomb,84,66,328,82.02777777777777,72.91666666666667
37,"Sun, Mar 18, 2018",texas-am,65,86,307,81.56756756756756,73.27027027027027
