G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 10, 2017",bryant,79,54,25,79.0,54.0
2,"Tue, Nov 14, 2017",south-carolina-upstate,74,65,34,76.5,59.5
3,"Sun, Nov 19, 2017",texas-am-corpus-christi,68,65,37,73.66666666666667,61.333333333333336
4,"Thu, Nov 23, 2017",cal-state-fullerton,64,57,44,71.25,60.25
5,"Fri, Nov 24, 2017",san-diego-state,68,75,37,70.6,63.2
6,"Sun, Nov 26, 2017",saint-marys-ca 21,83,81,39,72.66666666666667,66.16666666666667
7,"Sat, Dec 2, 2017",marquette,73,66,46,72.71428571428571,66.14285714285714
8,"Tue, Dec 5, 2017",winthrop,87,82,51,74.5,68.125
9,"Sat, Dec 16, 2017",massachusetts,62,72,41,73.11111111111111,68.55555555555556
10,"Tue, Dec 19, 2017",georgia-tech,80,59,62,73.8,67.6
11,"Fri, Dec 22, 2017",temple,84,66,80,74.72727272727273,67.45454545454545
12,"Sun, Dec 31, 2017",kentucky 16,61,66,75,73.58333333333333,67.33333333333333
13,"Wed, Jan 3, 2018",mississippi,71,60,86,73.38461538461539,66.76923076923077
14,"Sat, Jan 6, 2018",alabama,65,46,105,72.78571428571429,65.28571428571429
15,"Wed, Jan 10, 2018",missouri,56,68,93,71.66666666666667,65.46666666666667
16,"Sat, Jan 13, 2018",south-carolina,57,64,86,70.75,65.375
17,"Tue, Jan 16, 2018",louisiana-state,61,60,87,70.17647058823529,65.05882352941177
18,"Sat, Jan 20, 2018",auburn 17,65,79,73,69.88888888888889,65.83333333333333
19,"Tue, Jan 23, 2018",arkansas,77,80,70,70.26315789473684,66.57894736842105
20,"Sat, Jan 27, 2018",kansas-state,51,56,65,69.3,66.05
21,"Tue, Jan 30, 2018",florida 23,72,60,77,69.42857142857143,65.76190476190476
22,"Sat, Feb 3, 2018",mississippi-state,57,72,62,68.86363636363636,66.04545454545455
23,"Wed, Feb 7, 2018",vanderbilt,66,81,47,68.73913043478261,66.69565217391305
24,"Sat, Feb 10, 2018",auburn 8,61,78,30,68.41666666666667,67.16666666666667
25,"Wed, Feb 14, 2018",florida,72,69,33,68.56,67.24
26,"Sat, Feb 17, 2018",tennessee 18,73,62,44,68.73076923076923,67.03846153846153
27,"Wed, Feb 21, 2018",south-carolina,57,66,35,68.29629629629629,67.0
28,"Sat, Feb 24, 2018",louisiana-state,93,82,46,69.17857142857143,67.53571428571429
29,"Wed, Feb 28, 2018",texas-am,60,61,45,68.86206896551724,67.3103448275862
30,"Sat, Mar 3, 2018",tennessee 16,61,66,40,68.6,67.26666666666667
G,Date,opponent,Tm,Opp,40,68.6,67.26666666666667
31,"Wed, Mar 7, 2018",vanderbilt,78,62,56,68.90322580645162,67.09677419354838
32,"Thu, Mar 8, 2018",missouri,62,60,58,68.6875,66.875
33,"Fri, Mar 9, 2018",kentucky,49,62,45,68.0909090909091,66.72727272727273
