G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 10, 2017",alcorn-state,99,59,40,99.0,59.0
2,"Thu, Nov 16, 2017",samford,105,86,59,102.0,72.5
3,"Mon, Nov 20, 2017",michigan,77,75,61,93.66666666666667,73.33333333333333
4,"Tue, Nov 21, 2017",notre-dame 13,53,92,22,83.5,78.0
5,"Wed, Nov 22, 2017",marquette,84,94,12,83.6,81.2
6,"Wed, Nov 29, 2017",tennessee-martin,84,60,36,83.66666666666667,77.66666666666667
7,"Sun, Dec 10, 2017",north-carolina-wilmington,97,84,49,85.57142857142857,78.57142857142857
8,"Wed, Dec 13, 2017",houston,80,77,52,84.875,78.375
9,"Sat, Dec 16, 2017",stephen-f-austin,82,83,51,84.55555555555556,78.88888888888889
10,"Tue, Dec 19, 2017",sam-houston-state,80,58,73,84.1,76.8
11,"Fri, Dec 22, 2017",north-florida,104,52,125,85.9090909090909,74.54545454545455
12,"Thu, Dec 28, 2017",memphis,71,61,135,84.66666666666667,73.41666666666667
13,"Wed, Jan 3, 2018",kentucky 17,71,74,132,83.61538461538461,73.46153846153847
14,"Sat, Jan 6, 2018",texas-am 11,69,68,133,82.57142857142857,73.07142857142857
15,"Wed, Jan 10, 2018",arkansas,75,54,154,82.06666666666666,71.8
16,"Sat, Jan 13, 2018",alabama,66,74,146,81.0625,71.9375
17,"Tue, Jan 16, 2018",georgia,60,61,145,79.82352941176471,71.29411764705883
18,"Sat, Jan 20, 2018",vanderbilt,71,77,139,79.33333333333333,71.61111111111111
19,"Tue, Jan 23, 2018",texas-am,77,65,151,79.21052631578948,71.26315789473684
20,"Sat, Jan 27, 2018",auburn 19,70,95,126,78.75,72.45
21,"Wed, Jan 31, 2018",tennessee 18,61,84,103,77.9047619047619,73.0
22,"Sat, Feb 3, 2018",arkansas,94,86,111,78.63636363636364,73.5909090909091
23,"Wed, Feb 7, 2018",florida,64,73,102,78.0,73.56521739130434
24,"Sat, Feb 10, 2018",mississippi,82,66,118,78.16666666666667,73.25
25,"Tue, Feb 13, 2018",alabama,65,80,103,77.64,73.52
26,"Sat, Feb 17, 2018",missouri,64,63,104,77.11538461538461,73.11538461538461
27,"Tue, Feb 20, 2018",vanderbilt,88,78,114,77.51851851851852,73.29629629629629
28,"Sat, Feb 24, 2018",georgia,82,93,103,77.67857142857143,74.0
29,"Wed, Feb 28, 2018",south-carolina,74,83,94,77.55172413793103,74.3103448275862
30,"Sat, Mar 3, 2018",mississippi-state,78,57,115,77.56666666666666,73.73333333333333
G,Date,opponent,Tm,Opp,115,77.56666666666666,73.73333333333333
31,"Thu, Mar 8, 2018",mississippi-state,77,80,112,77.54838709677419,73.93548387096774
G,Date,opponent,Tm,Opp,112,77.54838709677419,73.93548387096774
32,"Wed, Mar 14, 2018",louisiana-lafayette,84,76,120,77.75,74.0
33,"Mon, Mar 19, 2018",utah,71,95,96,77.54545454545455,74.63636363636364
