G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 10, 2017",alabama-state,96,68,28,96.0,68.0
2,"Sat, Nov 18, 2017",florida-am,79,48,59,87.5,58.0
3,"Mon, Nov 20, 2017",green-bay,77,68,68,84.0,61.333333333333336
4,"Wed, Nov 22, 2017",stephen-f-austin,80,75,73,83.0,64.75
5,"Sun, Nov 26, 2017",jacksonville-state,59,56,76,78.2,63.0
6,"Thu, Nov 30, 2017",north-dakota-state,83,59,100,79.0,62.333333333333336
7,"Sun, Dec 3, 2017",dayton,61,59,102,76.42857142857143,61.857142857142854
8,"Sat, Dec 9, 2017",north-georgia,95,62,135,78.75,61.875
9,"Tue, Dec 12, 2017",cincinnati 25,50,65,120,75.55555555555556,62.22222222222222
10,"Sat, Dec 16, 2017",tennessee-martin,92,61,151,77.2,62.1
11,"Wed, Dec 20, 2017",arkansas-little-rock,64,48,167,76.0,60.81818181818182
12,"Sat, Dec 23, 2017",southern-mississippi,70,64,173,75.5,61.083333333333336
13,"Sat, Dec 30, 2017",north-florida,109,81,201,78.07692307692308,62.61538461538461
14,"Tue, Jan 2, 2018",arkansas 22,78,75,204,78.07142857142857,63.5
15,"Sat, Jan 6, 2018",mississippi,58,64,198,76.73333333333333,63.53333333333333
16,"Wed, Jan 10, 2018",florida,54,71,181,75.3125,64.0
17,"Sat, Jan 13, 2018",auburn 22,68,76,173,74.88235294117646,64.70588235294117
18,"Tue, Jan 16, 2018",vanderbilt,80,62,191,75.16666666666667,64.55555555555556
19,"Sat, Jan 20, 2018",alabama,62,68,185,74.47368421052632,64.73684210526316
20,"Tue, Jan 23, 2018",kentucky,65,78,172,74.0,65.4
21,"Sat, Jan 27, 2018",missouri,74,62,184,74.0,65.23809523809524
22,"Wed, Jan 31, 2018",south-carolina,81,76,189,74.31818181818181,65.72727272727273
23,"Sat, Feb 3, 2018",georgia,72,57,204,74.21739130434783,65.34782608695652
24,"Tue, Feb 6, 2018",alabama,67,63,208,73.91666666666667,65.25
25,"Sat, Feb 10, 2018",missouri,85,89,204,74.36,66.2
26,"Wed, Feb 14, 2018",vanderbilt,80,81,203,74.57692307692308,66.76923076923077
27,"Sat, Feb 17, 2018",mississippi,79,62,220,74.74074074074075,66.5925925925926
28,"Tue, Feb 20, 2018",texas-am,93,81,232,75.39285714285714,67.10714285714286
29,"Sat, Feb 24, 2018",south-carolina,72,68,236,75.27586206896552,67.13793103448276
30,"Tue, Feb 27, 2018",tennessee 16,54,76,214,74.56666666666666,67.43333333333334
31,"Sat, Mar 3, 2018",louisiana-state,57,78,193,74.0,67.7741935483871
G,Date,opponent,Tm,Opp,193,74.0,67.7741935483871
32,"Thu, Mar 8, 2018",louisiana-state,80,77,196,74.1875,68.0625
33,"Fri, Mar 9, 2018",tennessee 13,59,62,193,73.72727272727273,67.87878787878788
G,Date,opponent,Tm,Opp,193,73.72727272727273,67.87878787878788
34,"Wed, Mar 14, 2018",nebraska,66,59,200,73.5,67.61764705882354
35,"Sun, Mar 18, 2018",baylor,78,77,201,73.62857142857143,67.88571428571429
36,"Tue, Mar 20, 2018",louisville,79,56,224,73.77777777777777,67.55555555555556
37,"Tue, Mar 27, 2018",penn-state,60,75,209,73.4054054054054,67.75675675675676
