G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 10, 2017",southern-illinois-edwardsville,105,74,31,105.0,74.0
2,"Sun, Nov 12, 2017",chicago-state,111,42,100,108.0,58.0
3,"Tue, Nov 14, 2017",marquette,86,71,115,100.66666666666667,62.333333333333336
4,"Sat, Nov 18, 2017",fairfield,106,64,157,102.0,62.75
5,"Wed, Nov 22, 2017",tennessee,75,78,154,96.6,65.8
6,"Thu, Nov 23, 2017",western-kentucky,73,77,150,92.66666666666667,67.66666666666667
7,"Fri, Nov 24, 2017",arizona 2,89,64,175,92.14285714285714,67.14285714285714
8,"Tue, Nov 28, 2017",louisville 17,66,57,184,88.875,65.875
9,"Fri, Dec 1, 2017",maryland,80,75,189,87.88888888888889,66.88888888888889
10,"Sun, Dec 3, 2017",northwestern,74,69,194,86.5,67.1
11,"Thu, Dec 7, 2017",valparaiso,80,50,224,85.9090909090909,65.54545454545455
12,"Sun, Dec 10, 2017",iupui,86,61,249,85.91666666666667,65.16666666666667
13,"Sat, Dec 16, 2017",butler,82,67,264,85.61538461538461,65.3076923076923
14,"Thu, Dec 21, 2017",tennessee-state,97,48,313,86.42857142857143,64.07142857142857
15,"Sat, Dec 30, 2017",lipscomb,98,66,345,87.2,64.2
16,"Wed, Jan 3, 2018",rutgers,82,51,376,86.875,63.375
17,"Sat, Jan 6, 2018",nebraska,74,62,388,86.11764705882354,63.294117647058826
18,"Tue, Jan 9, 2018",michigan,70,69,389,85.22222222222223,63.611111111111114
19,"Sat, Jan 13, 2018",minnesota,81,47,423,85.0,62.73684210526316
20,"Tue, Jan 16, 2018",wisconsin,78,50,451,84.65,62.1
21,"Sat, Jan 20, 2018",iowa,87,64,474,84.76190476190476,62.19047619047619
22,"Thu, Jan 25, 2018",michigan 25,92,88,478,85.0909090909091,63.36363636363637
23,"Sun, Jan 28, 2018",indiana,74,67,485,84.6086956521739,63.52173913043478
24,"Wed, Jan 31, 2018",maryland,75,67,493,84.20833333333333,63.666666666666664
25,"Sat, Feb 3, 2018",rutgers,78,76,495,83.96,64.16
26,"Wed, Feb 7, 2018",ohio-state 14,63,64,494,83.15384615384616,64.15384615384616
27,"Sat, Feb 10, 2018",michigan-state 4,65,68,491,82.48148148148148,64.29629629629629
28,"Thu, Feb 15, 2018",wisconsin,53,57,487,81.42857142857143,64.03571428571429
29,"Sun, Feb 18, 2018",penn-state,76,73,490,81.24137931034483,64.34482758620689
30,"Thu, Feb 22, 2018",illinois,93,86,497,81.63333333333334,65.06666666666666
31,"Sun, Feb 25, 2018",minnesota,84,60,521,81.70967741935483,64.90322580645162
G,Date,opponent,Tm,Opp,521,81.70967741935483,64.90322580645162
32,"Fri, Mar 2, 2018",rutgers,82,75,528,81.71875,65.21875
33,"Sat, Mar 3, 2018",penn-state,78,70,536,81.60606060606061,65.36363636363636
34,"Sun, Mar 4, 2018",michigan 15,66,75,527,81.1470588235294,65.6470588235294
G,Date,opponent,Tm,Opp,527,81.1470588235294,65.6470588235294
35,"Fri, Mar 16, 2018",cal-state-fullerton,74,48,553,80.94285714285714,65.14285714285714
36,"Sun, Mar 18, 2018",butler,76,73,556,80.80555555555556,65.36111111111111
37,"Fri, Mar 23, 2018",texas-tech 14,65,78,543,80.37837837837837,65.70270270270271
