G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 10, 2017",chicago-state,95,62,33,95.0,62.0
2,"Sun, Nov 12, 2017",alabama-state,92,58,67,93.5,60.0
3,"Thu, Nov 16, 2017",grambling,85,74,78,90.66666666666667,64.66666666666667
4,"Mon, Nov 20, 2017",louisiana-lafayette,71,80,69,85.75,68.5
5,"Tue, Nov 21, 2017",south-dakota-state,72,80,61,83.0,70.8
6,"Wed, Nov 22, 2017",alabama-birmingham,95,85,71,85.0,73.16666666666667
7,"Tue, Nov 28, 2017",virginia-tech,55,79,47,80.71428571428571,74.0
8,"Sat, Dec 2, 2017",penn-state,73,77,43,79.75,74.375
9,"Mon, Dec 4, 2017",indiana,64,77,30,78.0,74.66666666666667
10,"Thu, Dec 7, 2017",iowa-state,78,84,24,78.0,75.6
11,"Sun, Dec 10, 2017",southern,91,60,55,79.18181818181819,74.18181818181819
12,"Sat, Dec 16, 2017",drake,90,64,81,80.08333333333333,73.33333333333333
13,"Tue, Dec 19, 2017",southern-utah,92,64,109,81.0,72.61538461538461
14,"Fri, Dec 22, 2017",colorado,80,73,116,80.92857142857143,72.64285714285714
15,"Fri, Dec 29, 2017",northern-illinois,98,75,139,82.06666666666666,72.8
16,"Tue, Jan 2, 2018",michigan,68,75,132,81.1875,72.9375
17,"Thu, Jan 4, 2018",ohio-state,81,92,121,81.17647058823529,74.05882352941177
18,"Sun, Jan 7, 2018",maryland,73,91,103,80.72222222222223,75.0
19,"Thu, Jan 11, 2018",illinois,104,97,110,81.94736842105263,76.15789473684211
20,"Wed, Jan 17, 2018",rutgers,64,80,94,81.05,76.35
21,"Sat, Jan 20, 2018",purdue 3,64,87,71,80.23809523809524,76.85714285714286
22,"Tue, Jan 23, 2018",wisconsin,85,67,89,80.45454545454545,76.4090909090909
23,"Sat, Jan 27, 2018",nebraska,84,98,75,80.6086956521739,77.34782608695652
24,"Tue, Jan 30, 2018",minnesota,94,80,89,81.16666666666667,77.45833333333333
25,"Sat, Feb 3, 2018",penn-state,58,82,65,80.24,77.64
26,"Tue, Feb 6, 2018",michigan-state 4,93,96,62,80.73076923076923,78.34615384615384
27,"Sat, Feb 10, 2018",ohio-state 14,64,82,44,80.11111111111111,78.48148148148148
28,"Wed, Feb 14, 2018",michigan 22,59,74,29,79.35714285714286,78.32142857142857
29,"Sat, Feb 17, 2018",indiana,82,84,27,79.44827586206897,78.51724137931035
30,"Wed, Feb 21, 2018",minnesota,82,86,23,79.53333333333333,78.76666666666667
31,"Sun, Feb 25, 2018",northwestern,77,70,30,79.45161290322581,78.48387096774194
G,Date,opponent,Tm,Opp,30,79.45161290322581,78.48387096774194
32,"Wed, Feb 28, 2018",illinois,96,87,39,79.96875,78.75
33,"Thu, Mar 1, 2018",michigan 15,71,77,33,79.6969696969697,78.6969696969697
