G,Date,Opponent,Tm,Opp,Point Differential,Points For,Points Against
1,"Fri, Nov 10, 2017",presbyterian,88,53,35,88.0,53.0
2,"Tue, Nov 14, 2017",high-point,84,53,66,86.0,53.0
3,"Wed, Nov 22, 2017",purdue 18,78,75,69,83.33333333333333,60.333333333333336
4,"Thu, Nov 23, 2017",villanova 5,76,85,60,81.5,66.5
5,"Fri, Nov 24, 2017",north-carolina-state,67,58,69,78.6,64.8
6,"Wed, Nov 29, 2017",mercer,84,60,93,79.5,64.0
7,"Sun, Dec 3, 2017",georgia-tech,77,70,100,79.14285714285714,64.85714285714286
8,"Sat, Dec 9, 2017",lipscomb,81,71,110,79.375,65.625
9,"Sun, Dec 17, 2017",north-carolina 7,73,78,105,78.66666666666667,67.0
10,"Wed, Dec 20, 2017",furman,66,61,110,77.4,66.4
11,"Sat, Dec 23, 2017",wake-forest,79,60,129,77.54545454545455,65.81818181818181
12,"Sat, Dec 30, 2017",arkansas,93,95,127,78.83333333333333,68.25
13,"Tue, Jan 2, 2018",auburn,84,94,117,79.23076923076923,70.23076923076923
14,"Sat, Jan 6, 2018",kentucky 17,76,65,128,79.0,69.85714285714286
15,"Tue, Jan 9, 2018",vanderbilt,92,84,136,79.86666666666666,70.8
16,"Sat, Jan 13, 2018",texas-am,75,62,149,79.5625,70.25
17,"Wed, Jan 17, 2018",missouri,55,59,145,78.11764705882354,69.58823529411765
18,"Sat, Jan 20, 2018",south-carolina,70,63,152,77.66666666666667,69.22222222222223
19,"Tue, Jan 23, 2018",vanderbilt,67,62,157,77.10526315789474,68.84210526315789
20,"Sat, Jan 27, 2018",iowa-state,68,45,180,76.65,67.65
21,"Wed, Jan 31, 2018",louisiana-state,84,61,203,77.0,67.33333333333333
22,"Sat, Feb 3, 2018",mississippi,94,61,236,77.77272727272727,67.04545454545455
23,"Tue, Feb 6, 2018",kentucky 24,61,59,238,77.04347826086956,66.69565217391305
24,"Sat, Feb 10, 2018",alabama,50,78,210,75.91666666666667,67.16666666666667
25,"Tue, Feb 13, 2018",south-carolina,70,67,213,75.68,67.16
26,"Sat, Feb 17, 2018",georgia,62,73,202,75.15384615384616,67.38461538461539
27,"Wed, Feb 21, 2018",florida,62,57,207,74.66666666666667,67.0
28,"Sat, Feb 24, 2018",mississippi,73,65,215,74.60714285714286,66.92857142857143
29,"Tue, Feb 27, 2018",mississippi-state,76,54,237,74.65517241379311,66.48275862068965
30,"Sat, Mar 3, 2018",georgia,66,61,242,74.36666666666666,66.3
G,Date,opponent,Tm,Opp,242,74.36666666666666,66.3
31,"Fri, Mar 9, 2018",mississippi-state,62,59,245,73.96774193548387,66.06451612903226
32,"Sat, Mar 10, 2018",arkansas,84,66,263,74.28125,66.0625
33,"Sun, Mar 11, 2018",kentucky,72,77,258,74.21212121212122,66.39393939393939
G,Date,opponent,Tm,Opp,258,74.21212121212122,66.39393939393939
34,"Thu, Mar 15, 2018",wright-state,73,47,284,74.17647058823529,65.82352941176471
35,"Sat, Mar 17, 2018",loyola-il,62,63,283,73.82857142857142,65.74285714285715
